Property_Title,Price_Lakhs,Area_SqFt,BHK,Bathrooms,Furnishing,Seller_Type,Locality,City,Source,Locality_Encoded,Furnishing_Encoded,Locality_Tier,Locality_Tier_Encoded,BHK_Tier_Interaction
"3 BHK Flat for Sale in Saumya Saujanya II, Maningar East, Khokhra, Ahmedabad",49.5,640.0,3.0,3.0,Unfurnished,Owner,"Saumya Saujanya Ii, Maningar East, Khokhra, Ahmedabad",Ahmedabad,MagicBricks,830,2,High-End,1,3.0
"6 BHK Flat for Sale in Naranpura, Ahmedabad",2.09,200.0,6.0,3.0,Semi-Furnished,Owner,"Naranpura, Ahmedabad",Ahmedabad,MagicBricks,540,1,Mid-Range,2,12.0
2 BHK Flat for Sale in Ahmedabad,37.0,1100.0,2.0,2.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,1,Mid-Range,2,4.0
"2 BHK Flat for Sale in Saransh Ambience, Vasna, Ahmedabad",82.0,1377.0,2.0,2.0,Furnished,Owner,"Saransh Ambience, Vasna, Ahmedabad",Ahmedabad,MagicBricks,805,0,Premium,3,6.0
"3 BHK Flat for Sale in Sakar Heights, Vaishnodevi Circle, Ahmedabad",87.0,2160.0,3.0,3.0,Semi-Furnished,Owner,"Sakar Heights, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,768,1,Premium,3,9.0
"2 BHK Flat for Sale in Radiance Residency, Motera, Ahmedabad",80.0,1315.0,2.0,2.0,Furnished,Owner,"Radiance Residency, Motera, Ahmedabad",Ahmedabad,MagicBricks,680,0,Premium,3,6.0
1 BHK Flat for Sale in Ahmedabad,25.0,720.0,1.0,1.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,1,Mid-Range,2,2.0
"2 BHK Flat for Sale in Paldi, Ahmedabad",51.0,110.0,2.0,2.0,Furnished,Owner,"Paldi, Ahmedabad",Ahmedabad,MagicBricks,613,0,Mid-Range,2,4.0
"4 BHK Flat for Sale in Aurum Heights, Ambli, Ahmedabad",2.1,2838.0,4.0,3.0,Unfurnished,Owner,"Aurum Heights, Ambli, Ahmedabad",Ahmedabad,MagicBricks,143,2,Budget,0,0.0
"1 BHK Flat for Sale in Maninagar, Ahmedabad",20.0,600.0,1.0,1.0,Semi-Furnished,Owner,"Maninagar, Ahmedabad",Ahmedabad,MagicBricks,504,1,High-End,1,1.0
"1 BHK Flat for Sale in Vatsal Residency, Ghuma, Ahmedabad",36.5,830.0,1.0,1.0,Semi-Furnished,Owner,"Vatsal Residency, Ghuma, Ahmedabad",Ahmedabad,MagicBricks,1162,1,Mid-Range,2,2.0
"3 BHK Flat for Sale in Shripad Heritage, Vastral, Ahmedabad",59.0,646.0,3.0,3.0,Unfurnished,Owner,"Shripad Heritage, Vastral, Ahmedabad",Ahmedabad,MagicBricks,965,2,High-End,1,3.0
4 BHK Flat for Sale in Ahmedabad,3.19,4500.0,4.0,3.0,Unfurnished,Agent,Ahmedabad,Ahmedabad,MagicBricks,66,2,Mid-Range,2,8.0
"2 BHK Flat for Sale in Orchard Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",75.0,1262.0,2.0,2.0,Semi-Furnished,Owner,"Orchard Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,601,1,Premium,3,6.0
"2 BHK Flat for Sale in Gota, Ahmedabad",62.0,787.0,2.0,2.0,Semi-Furnished,Owner,"Gota, Ahmedabad",Ahmedabad,MagicBricks,324,1,Premium,3,6.0
2 BHK Flat for Sale in Ahmedabad,1.08,153.0,2.0,2.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,1,Mid-Range,2,4.0
"2 BHK Flat for Sale in Satellite, Ahmedabad",60.0,700.0,2.0,2.0,Furnished,Owner,"Satellite, Ahmedabad",Ahmedabad,MagicBricks,821,0,High-End,1,2.0
"3 BHK Flat for Sale in Parishkaar, Khokhra, Ahmedabad",75.0,1414.0,3.0,3.0,Furnished,Owner,"Parishkaar, Khokhra, Ahmedabad",Ahmedabad,MagicBricks,624,0,Premium,3,9.0
"2 BHK Flat for Sale in Bopal, Ahmedabad",50.0,650.0,2.0,2.0,Furnished,Owner,"Bopal, Ahmedabad",Ahmedabad,MagicBricks,187,0,Mid-Range,2,4.0
"4 BHK Flat for Sale in Shafalya Veritas, Sola, Ahmedabad",2.88,2387.0,4.0,3.0,Unfurnished,Owner,"Shafalya Veritas, Sola, Ahmedabad",Ahmedabad,MagicBricks,860,2,Budget,0,0.0
"2 BHK Flat for Sale in Saransh Arth, Satellite, Ahmedabad",60.0,680.0,2.0,2.0,Furnished,Owner,"Saransh Arth, Satellite, Ahmedabad",Ahmedabad,MagicBricks,806,0,High-End,1,2.0
"1 BHK Flat for Sale in Ghodasar, Ahmedabad",15.5,100.0,1.0,1.0,Unfurnished,Owner,"Ghodasar, Ahmedabad",Ahmedabad,MagicBricks,306,2,Mid-Range,2,2.0
"2 BHK Flat for Sale in Prashanti Nilayam Om Avenue, Sanand, Ahmedabad",32.0,900.0,2.0,2.0,Unfurnished,Owner,"Prashanti Nilayam Om Avenue, Sanand, Ahmedabad",Ahmedabad,MagicBricks,649,2,Mid-Range,2,4.0
"3 BHK Flat for Sale in GSG Olive Greens, Gota, Ahmedabad",1.65,2158.0,3.0,3.0,Semi-Furnished,Owner,"Gsg Olive Greens, Gota, Ahmedabad",Ahmedabad,MagicBricks,344,1,Budget,0,0.0
"3 BHK Flat for Sale in Anjani Silver Spring , Bopal, Ahmedabad",99.4,2160.0,3.0,3.0,Unfurnished,Owner,"Anjani Silver Spring , Bopal, Ahmedabad",Ahmedabad,MagicBricks,91,2,High-End,1,3.0
"3 BHK Flat for Sale in Jodhpur Gam Road, Ahmedabad",1.3,1280.0,3.0,3.0,Unfurnished,Owner,"Jodhpur Gam Road, Ahmedabad",Ahmedabad,MagicBricks,401,2,Budget,0,0.0
"2 BHK Flat for Sale in Naranpura, Ahmedabad",60.0,800.0,2.0,2.0,Furnished,Owner,"Naranpura, Ahmedabad",Ahmedabad,MagicBricks,540,0,Mid-Range,2,4.0
1 BHK Flat for Sale in Ahmedabad,52.0,5000.0,1.0,1.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,1,Mid-Range,2,2.0
"3 BHK Flat for Sale in Paldi, Ahmedabad",90.0,170.0,3.0,3.0,Furnished,Owner,"Paldi, Ahmedabad",Ahmedabad,MagicBricks,613,0,Mid-Range,2,6.0
"2 BHK Flat for Sale in Avalon courtyard, Ghodasar, Ahmedabad",50.0,945.0,2.0,2.0,Semi-Furnished,Owner,"Avalon Courtyard, Ghodasar, Ahmedabad",Ahmedabad,MagicBricks,145,1,High-End,1,2.0
"3 BHK Flat for Sale in Shela, Ahmedabad",84.0,1730.0,3.0,3.0,Unfurnished,Owner,"Shela, Ahmedabad",Ahmedabad,MagicBricks,892,2,High-End,1,3.0
"2 BHK Flat for Sale in Samruddh Green, Vastral, Ahmedabad",52.0,700.0,2.0,2.0,Unfurnished,Owner,"Samruddh Green, Vastral, Ahmedabad",Ahmedabad,MagicBricks,773,2,High-End,1,2.0
"2 BHK Flat for Sale in Jodhpur Village, Jodhpur, Ahmedabad",89.5,1260.0,2.0,2.0,Furnished,Agent,"Jodhpur Village, Jodhpur, Ahmedabad",Ahmedabad,MagicBricks,402,0,Premium,3,6.0
"2 BHK Flat for Sale in Shree Varahi Suhas Auram, Suvas Tenament, Ahmedabad",43.0,1215.0,2.0,2.0,Semi-Furnished,Owner,"Shree Varahi Suhas Auram, Suvas Tenament, Ahmedabad",Ahmedabad,MagicBricks,950,1,Mid-Range,2,4.0
"2 BHK Flat for Sale in Janata Nagar Umedpark Society, Ahmedabad",47.0,705.0,2.0,2.0,Unfurnished,Owner,"Janata Nagar Umedpark Society, Ahmedabad",Ahmedabad,MagicBricks,393,2,High-End,1,2.0
"2 BHK Flat for Sale in Sai Flora, Nikol, Ahmedabad",42.0,1062.0,2.0,2.0,Furnished,Owner,"Sai Flora, Nikol, Ahmedabad",Ahmedabad,MagicBricks,764,0,Mid-Range,2,4.0
"2 BHK Flat for Sale in Sun Optima, Bopal, Ahmedabad",52.0,1035.0,2.0,2.0,Unfurnished,Owner,"Sun Optima, Bopal, Ahmedabad",Ahmedabad,MagicBricks,1052,2,High-End,1,2.0
"3 BHK Flat for Sale in Shilaj Ambli, Ahmedabad",84.0,1232.0,3.0,3.0,Unfurnished,Owner,"Shilaj Ambli, Ahmedabad",Ahmedabad,MagicBricks,899,2,Mid-Range,2,6.0
"3 BHK Flat for Sale in Deep Indraprasth Shivanta, Dev Kutir 1, Ambli, Ahmedabad",2.0,1320.0,3.0,3.0,Unfurnished,Owner,"Deep Indraprasth Shivanta, Dev Kutir 1, Ambli, Ahmedabad",Ahmedabad,MagicBricks,211,2,Budget,0,0.0
"Apartment for Sale in South Bopal, Bopal, Ahmedabad",52.0,780.0,2.0,2.0,Unknown,Owner,"South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,1034,3,High-End,1,2.0
"2 BHK Flat for Sale in Luxuria 2, Sarkhej, Ahmedabad",55.0,810.0,2.0,2.0,Unfurnished,Owner,"Luxuria 2, Sarkhej, Ahmedabad",Ahmedabad,MagicBricks,475,2,High-End,1,2.0
"4 BHK Flat for Sale in Riviera Majestica, Shela, Ahmedabad",2.56,2271.0,4.0,3.0,Unfurnished,Owner,"Riviera Majestica, Shela, Ahmedabad",Ahmedabad,MagicBricks,720,2,Budget,0,0.0
"4 BHK Flat for Sale in Trogon Centre Court, Vaishnodevi Circle, Ahmedabad",2.55,2342.0,4.0,3.0,Unfurnished,Agent,"Trogon Centre Court, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,1123,2,Budget,0,0.0
"3 BHK Flat for Sale in Sola Road, Ahmedabad",1.5,214.0,3.0,3.0,Furnished,Owner,"Sola Road, Ahmedabad",Ahmedabad,MagicBricks,1029,0,Budget,0,0.0
"2 BHK Flat for Sale in Iscon Flower, Bopal, Ahmedabad",50.0,153.0,2.0,2.0,Unfurnished,Owner,"Iscon Flower, Bopal, Ahmedabad",Ahmedabad,MagicBricks,388,2,High-End,1,2.0
"2 BHK Flat for Sale in Adani Pratham, Sarkhej Gandhinagar Highway, Ahmedabad",52.5,655.0,2.0,2.0,Unfurnished,Owner,"Adani Pratham, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,51,2,High-End,1,2.0
"2 BHK Flat for Sale in Sharnam, Satellite, Ahmedabad",65.0,1260.0,2.0,2.0,Unfurnished,Owner,"Sharnam, Satellite, Ahmedabad",Ahmedabad,MagicBricks,887,2,Premium,3,6.0
"2 BHK Flat for Sale in Riverside Park, Vasna, Ahmedabad",57.5,125.0,2.0,2.0,Furnished,Owner,"Riverside Park, Vasna, Ahmedabad",Ahmedabad,MagicBricks,716,0,High-End,1,2.0
"3 BHK Flat for Sale in Serenity Shivam, South Bopal, Bopal, Ahmedabad",89.7,987.0,3.0,3.0,Unfurnished,Owner,"Serenity Shivam, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,854,2,Premium,3,9.0
"4 BHK Flat for Sale in New CG Road, Ahmedabad",1.1,2970.0,4.0,3.0,Semi-Furnished,Owner,"New Cg Road, Ahmedabad",Ahmedabad,MagicBricks,566,1,Mid-Range,2,8.0
"2 BHK Flat for Sale in Goyal Intercity, Memnagar, Ahmedabad",62.6,1150.0,2.0,2.0,Furnished,Owner,"Goyal Intercity, Memnagar, Ahmedabad",Ahmedabad,MagicBricks,328,0,Mid-Range,2,4.0
2 BHK Flat for Sale in Ahmedabad,50.0,619.0,2.0,2.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,1,Mid-Range,2,4.0
"3 BHK Flat for Sale in Thaltej, Ahmedabad",1.65,188.0,3.0,3.0,Furnished,Owner,"Thaltej, Ahmedabad",Ahmedabad,MagicBricks,1109,0,Mid-Range,2,6.0
"2 BHK Flat for Sale in Navrangpura, Ahmedabad",1.1,990.0,2.0,2.0,Semi-Furnished,Owner,"Navrangpura, Ahmedabad",Ahmedabad,MagicBricks,557,1,Budget,0,0.0
"2 BHK Flat for Sale in Abjibapa Dev Ashish Divine 2, Narolgam, Ahmedabad",35.0,569.0,2.0,2.0,Semi-Furnished,Owner,"Abjibapa Dev Ashish Divine 2, Narolgam, Ahmedabad",Ahmedabad,MagicBricks,42,1,Mid-Range,2,4.0
"2 BHK Flat for Sale in Krish Avenue I, Vastral, Ahmedabad",41.0,1250.0,2.0,2.0,Semi-Furnished,Owner,"Krish Avenue I, Vastral, Ahmedabad",Ahmedabad,MagicBricks,452,1,Mid-Range,2,4.0
"2 BHK Flat for Sale in Maninagar East, Maninagar, Ahmedabad",40.0,585.0,2.0,2.0,Semi-Furnished,Owner,"Maninagar East, Maninagar, Ahmedabad",Ahmedabad,MagicBricks,502,1,Mid-Range,2,4.0
"2 BHK Flat for Sale in Smarana, Bhakti Nagar Mahavir Nagar, Ahmedabad",58.0,1305.0,2.0,2.0,Furnished,Agent,"Smarana, Bhakti Nagar Mahavir Nagar, Ahmedabad",Ahmedabad,MagicBricks,1022,0,High-End,1,2.0
"4 BHK Flat for Sale in Shanti Nagar Usmanpura, Ahmedabad",1.75,3960.0,4.0,3.0,Furnished,Owner,"Shanti Nagar Usmanpura, Ahmedabad",Ahmedabad,MagicBricks,872,0,Mid-Range,2,8.0
"2 BHK Flat for Sale in Ajmera Casa Vyoma, Vastrapur, Ahmedabad",1.11,700.0,2.0,2.0,Furnished,Owner,"Ajmera Casa Vyoma, Vastrapur, Ahmedabad",Ahmedabad,MagicBricks,69,0,Budget,0,0.0
"3 BHK Flat for Sale in Gala Haven Apartment, Sarkhej Gandhinagar Highway, Ahmedabad",1.1,1850.0,3.0,3.0,Semi-Furnished,Owner,"Gala Haven Apartment, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,276,1,Budget,0,0.0
"1 BHK Flat for Sale in Sanand, Ahmedabad",35.0,500.0,1.0,1.0,Semi-Furnished,Owner,"Sanand, Ahmedabad",Ahmedabad,MagicBricks,781,1,Mid-Range,2,2.0
"3 BHK Flat for Sale in Shilp Revanta, Shela, Ahmedabad",70.0,1510.0,3.0,3.0,Unfurnished,Owner,"Shilp Revanta, Shela, Ahmedabad",Ahmedabad,MagicBricks,905,2,Premium,3,9.0
"3 BHK Flat for Sale in Savvy Swaraj Phase 2, Godrej Garden City Road, Ahmedabad",90.0,1510.0,3.0,3.0,Furnished,Owner,"Savvy Swaraj Phase 2, Godrej Garden City Road, Ahmedabad",Ahmedabad,MagicBricks,843,0,Premium,3,9.0
"3 BHK Flat for Sale in Ratnakar Atelier, Jodhpur Village Road, Ahmedabad",2.0,1200.0,3.0,3.0,Furnished,Owner,"Ratnakar Atelier, Jodhpur Village Road, Ahmedabad",Ahmedabad,MagicBricks,708,0,Budget,0,0.0
"2 BHK Flat for Sale in Shukan River View, Sardarnagar, Ahmedabad",72.0,1260.0,2.0,2.0,Furnished,Owner,"Shukan River View, Sardarnagar, Ahmedabad",Ahmedabad,MagicBricks,978,0,Premium,3,6.0
"3 BHK Flat for Sale in Adarsh Tulip Skyview, Narolgam, Ahmedabad",63.0,1775.0,3.0,3.0,Furnished,Owner,"Adarsh Tulip Skyview, Narolgam, Ahmedabad",Ahmedabad,MagicBricks,61,0,High-End,1,3.0
"2 BHK Flat for Sale in Dev manek Apartment, Vatva, Ahmedabad",15.5,105.0,2.0,2.0,Unfurnished,Owner,"Dev Manek Apartment, Vatva, Ahmedabad",Ahmedabad,MagicBricks,221,2,Mid-Range,2,4.0
"2 BHK Flat for Sale in Gota, Ahmedabad",80.0,1675.0,2.0,2.0,Semi-Furnished,Owner,"Gota, Ahmedabad",Ahmedabad,MagicBricks,324,1,Premium,3,6.0
"2 BHK Flat for Sale in Gota, Ahmedabad",50.0,105.0,2.0,2.0,Unfurnished,Owner,"Gota, Ahmedabad",Ahmedabad,MagicBricks,324,2,Premium,3,6.0
"2 BHK Flat for Sale in Nikol, Ahmedabad",96.0,1386.0,2.0,2.0,Furnished,Owner,"Nikol, Ahmedabad",Ahmedabad,MagicBricks,574,0,High-End,1,2.0
"2 BHK Flat for Sale in Ayushyaman Elegance, Ghatlodiya, Ahmedabad",64.0,138.0,2.0,2.0,Semi-Furnished,Owner,"Ayushyaman Elegance, Ghatlodiya, Ahmedabad",Ahmedabad,MagicBricks,153,1,Premium,3,6.0
"2 BHK Flat for Sale in Mansi Residency, Ghuma, Ahmedabad",53.5,135.0,2.0,2.0,Semi-Furnished,Owner,"Mansi Residency, Ghuma, Ahmedabad",Ahmedabad,MagicBricks,508,1,High-End,1,2.0
"3 BHK Flat for Sale in Vaishnodevi Circle, Ahmedabad",1.27,160.0,3.0,3.0,Unfurnished,Agent,"Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,1146,2,High-End,1,3.0
"3 BHK Flat for Sale in Shypram, South Bopal, Bopal, Ahmedabad",53.0,1485.0,3.0,3.0,Unfurnished,Owner,"Shypram, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,997,2,High-End,1,3.0
"3 BHK Flat for Sale in Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",70.0,885.0,3.0,3.0,Semi-Furnished,Owner,"Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,315,1,High-End,1,3.0
"3 BHK Flat for Sale in Setu Vertica, Gota, Ahmedabad",90.0,120.0,3.0,3.0,Unfurnished,Owner,"Setu Vertica, Gota, Ahmedabad",Ahmedabad,MagicBricks,857,2,Premium,3,9.0
"3 BHK Flat for Sale in Turquoise Dreamz, Sindhu Bhavan Marg, Ahmedabad",1.1,968.0,3.0,3.0,Semi-Furnished,Owner,"Turquoise Dreamz, Sindhu Bhavan Marg, Ahmedabad",Ahmedabad,MagicBricks,1126,1,Budget,0,0.0
"3 BHK Flat for Sale in Avishkar NK Anantaya, Vasna, Ahmedabad",1.15,1350.0,3.0,3.0,Unfurnished,Owner,"Avishkar Nk Anantaya, Vasna, Ahmedabad",Ahmedabad,MagicBricks,151,2,Mid-Range,2,6.0
"3 BHK Flat for Sale in HN Orchid Divine, South Bopal, Bopal, Ahmedabad",75.0,1385.0,3.0,3.0,Unfurnished,Owner,"Hn Orchid Divine, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,367,2,Premium,3,9.0
"3 BHK Flat for Sale in Zundal, Ahmedabad",64.0,1611.0,3.0,3.0,Semi-Furnished,Owner,"Zundal, Ahmedabad",Ahmedabad,MagicBricks,1215,1,Premium,3,9.0
"2 BHK Flat for Sale in Maninagar, Ahmedabad",50.0,1070.0,2.0,2.0,Semi-Furnished,Agent,"Maninagar, Ahmedabad",Ahmedabad,MagicBricks,504,1,High-End,1,2.0
"1 BHK Flat for Sale in Krupa Kudrat Hill, Nikol, Ahmedabad",32.0,4400.0,1.0,1.0,Semi-Furnished,Owner,"Krupa Kudrat Hill, Nikol, Ahmedabad",Ahmedabad,MagicBricks,458,1,Mid-Range,2,2.0
"3 BHK Flat for Sale in Jivraj Park, Ahmedabad",60.0,1000.0,3.0,3.0,Furnished,Owner,"Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks,400,0,High-End,1,3.0
"4 BHK Flat for Sale in Ideal Imprint, Jagatpur, Ahmedabad",1.55,3150.0,4.0,3.0,Unfurnished,Owner,"Ideal Imprint, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks,378,2,Budget,0,0.0
"3 BHK Flat for Sale in Gurukul Road, Ahmedabad",1.15,1246.0,3.0,3.0,Furnished,Owner,"Gurukul Road, Ahmedabad",Ahmedabad,MagicBricks,351,0,Budget,0,0.0
"1 BHK Flat for Sale in Narayan Krupal 1, Keshav Nagar, Ahmedabad",42.0,630.0,1.0,1.0,Semi-Furnished,Owner,"Narayan Krupal 1, Keshav Nagar, Ahmedabad",Ahmedabad,MagicBricks,542,1,Mid-Range,2,2.0
"3 BHK Flat for Sale in 42 Parkview, Science City, Ahmedabad",1.95,272.0,3.0,3.0,Semi-Furnished,Owner,"42 Parkview, Science City, Ahmedabad",Ahmedabad,MagicBricks,1,1,Budget,0,0.0
"3 BHK Flat for Sale in Orchard Godrej Garden City, Godrej Garden City Road, Ahmedabad",1.25,1181.0,3.0,3.0,Furnished,Owner,"Orchard Godrej Garden City, Godrej Garden City Road, Ahmedabad",Ahmedabad,MagicBricks,600,0,Budget,0,0.0
"2 BHK Flat for Sale in Mahadev Anushthan Grace, Isanpur, Ahmedabad",44.0,1161.0,2.0,2.0,Furnished,Owner,"Mahadev Anushthan Grace, Isanpur, Ahmedabad",Ahmedabad,MagicBricks,484,0,High-End,1,2.0
"3 BHK Flat for Sale in Gota, Ahmedabad",74.0,1165.0,3.0,3.0,Unfurnished,Owner,"Gota, Ahmedabad",Ahmedabad,MagicBricks,324,2,Premium,3,9.0
"2 BHK Flat for Sale in New Ranip, Ahmedabad",55.0,707.0,2.0,2.0,Furnished,Owner,"New Ranip, Ahmedabad",Ahmedabad,MagicBricks,569,0,High-End,1,2.0
"4 BHK Flat for Sale in Panjara Pol, Ambawadi, Ahmedabad",2.65,3000.0,4.0,3.0,Furnished,Owner,"Panjara Pol, Ambawadi, Ahmedabad",Ahmedabad,MagicBricks,619,0,Budget,0,0.0
"2 BHK Flat for Sale in Ganesh Homes, New Ranip, Ahmedabad",80.0,9100.0,2.0,3.0,Furnished,Owner,"Ganesh Homes, New Ranip, Ahmedabad",Ahmedabad,MagicBricks,290,0,Premium,3,6.0
"3 BHK Flat for Sale in Western Glory, Gota, Ahmedabad",1.0,960.0,3.0,3.0,Furnished,Owner,"Western Glory, Gota, Ahmedabad",Ahmedabad,MagicBricks,1200,0,Budget,0,0.0
"2 BHK Flat for Sale in Gurukul, Ahmedabad",68.0,1026.0,2.0,2.0,Semi-Furnished,Owner,"Gurukul, Ahmedabad",Ahmedabad,MagicBricks,352,1,Mid-Range,2,4.0
"3 BHK Flat for Sale in Galaxy Tower, Bodakdev, Ahmedabad",1.5,1700.0,3.0,3.0,Furnished,Owner,"Galaxy Tower, Bodakdev, Ahmedabad",Ahmedabad,MagicBricks,283,0,Budget,0,0.0
"3 BHK Flat for Sale in Shree Rang Nagar, Gandhinagar Rd, Ahmedabad",60.0,173.0,3.0,3.0,Unfurnished,Owner,"Shree Rang Nagar, Gandhinagar Rd, Ahmedabad",Ahmedabad,MagicBricks,942,2,High-End,1,3.0
"2 BHK Flat for Sale in Ghatlodiya, Ahmedabad",53.0,9000.0,2.0,2.0,Semi-Furnished,Owner,"Ghatlodiya, Ahmedabad",Ahmedabad,MagicBricks,305,1,High-End,1,2.0
"5 BHK Flat for Sale in Riviera Majestica, Shela, Ahmedabad",3.07,2772.0,5.0,3.0,Unfurnished,Owner,"Riviera Majestica, Shela, Ahmedabad",Ahmedabad,MagicBricks,720,2,Budget,0,0.0
"3 BHK Flat for Sale in A.Shridhar Kaveri Sangam, Shilaj, Ahmedabad",89.5,1025.0,3.0,3.0,Furnished,Owner,"A.Shridhar Kaveri Sangam, Shilaj, Ahmedabad",Ahmedabad,MagicBricks,8,0,Premium,3,9.0
"3 BHK Flat for Sale in Kathwada, Ahmedabad",64.0,1001.0,3.0,3.0,Unfurnished,Owner,"Kathwada, Ahmedabad",Ahmedabad,MagicBricks,428,2,Premium,3,9.0
"2 BHK Flat for Sale in Maninagar East, Maninagar, Ahmedabad",55.0,110.0,2.0,2.0,Semi-Furnished,Owner,"Maninagar East, Maninagar, Ahmedabad",Ahmedabad,MagicBricks,502,1,Mid-Range,2,4.0
"3 BHK Flat for Sale in Euphoria Aaryan Elan, Jagatpur, Ahmedabad",1.22,245.0,3.0,3.0,Unfurnished,Owner,"Euphoria Aaryan Elan, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks,263,2,Budget,0,0.0
"2 BHK Flat for Sale in Nikol, Ahmedabad",65.0,135.0,2.0,2.0,Unfurnished,Owner,"Nikol, Ahmedabad",Ahmedabad,MagicBricks,574,2,High-End,1,2.0
"3 BHK Flat for Sale in Vishnudhara Garden, Gota, Ahmedabad",1.0,1863.0,3.0,3.0,Unfurnished,Owner,"Vishnudhara Garden, Gota, Ahmedabad",Ahmedabad,MagicBricks,1180,2,Budget,0,0.0
"2 BHK Flat for Sale in JP Iscon Platinum, Bopal, Ahmedabad",1.25,1980.0,2.0,2.0,Semi-Furnished,Owner,"Jp Iscon Platinum, Bopal, Ahmedabad",Ahmedabad,MagicBricks,404,1,Budget,0,0.0
"3 BHK Flat for Sale in Pandav Sunway Residancy, Nikol, Ahmedabad",80.0,831.0,3.0,3.0,Semi-Furnished,Owner,"Pandav Sunway Residancy, Nikol, Ahmedabad",Ahmedabad,MagicBricks,618,1,Premium,3,9.0
"3 BHK Flat for Sale in Ambli, Ahmedabad",1.53,2475.0,3.0,3.0,Furnished,Owner,"Ambli, Ahmedabad",Ahmedabad,MagicBricks,79,0,Mid-Range,2,6.0
"3 BHK Flat for Sale in Radhekrishna Shubh Green, Tragad, Ahmedabad",90.0,205.0,3.0,3.0,Unfurnished,Owner,"Radhekrishna Shubh Green, Tragad, Ahmedabad",Ahmedabad,MagicBricks,678,2,Premium,3,9.0
"1 BHK Flat for Sale in Narolgam, Ahmedabad",20.0,774.0,1.0,1.0,Unfurnished,Owner,"Narolgam, Ahmedabad",Ahmedabad,MagicBricks,550,2,Mid-Range,2,2.0
"4 BHK Flat for Sale in Prayag Residency, Bodakdev, Ahmedabad",3.0,2310.0,4.0,3.0,Furnished,Agent,"Prayag Residency, Bodakdev, Ahmedabad",Ahmedabad,MagicBricks,657,0,Budget,0,0.0
"2 BHK Flat for Sale in Madhav Vrund, Naroda, Ahmedabad",40.0,552.0,2.0,2.0,Unfurnished,Owner,"Madhav Vrund, Naroda, Ahmedabad",Ahmedabad,MagicBricks,480,2,Mid-Range,2,4.0
"3 BHK Flat for Sale in Deep Satyadeep Heights, Prahlad Nagar, Ahmedabad",1.1,1440.0,3.0,3.0,Furnished,Owner,"Deep Satyadeep Heights, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks,212,0,Mid-Range,2,6.0
"2 BHK Flat for Sale in Shela, Ahmedabad",54.0,850.0,2.0,2.0,Semi-Furnished,Owner,"Shela, Ahmedabad",Ahmedabad,MagicBricks,892,1,High-End,1,2.0
"2 BHK Flat for Sale in Paldi, Ahmedabad",1.0,160.0,2.0,2.0,Furnished,Owner,"Paldi, Ahmedabad",Ahmedabad,MagicBricks,613,0,Mid-Range,2,4.0
"3 BHK Flat for Sale in Laxmi Nivas, Narolgam, Ahmedabad",37.0,1548.0,3.0,3.0,Unfurnished,Owner,"Laxmi Nivas, Narolgam, Ahmedabad",Ahmedabad,MagicBricks,468,2,Mid-Range,2,6.0
"1 BHK Flat for Sale in Bhaikakanagar, Ahmedabad",36.0,4800.0,1.0,1.0,Unfurnished,Owner,"Bhaikakanagar, Ahmedabad",Ahmedabad,MagicBricks,168,2,High-End,1,1.0
"3 BHK Flat for Sale in West Wing SkyVille, Shela, Ahmedabad",2.71,4518.0,3.0,3.0,Unfurnished,Owner,"West Wing Skyville, Shela, Ahmedabad",Ahmedabad,MagicBricks,1198,2,Budget,0,0.0
"3 BHK Flat for Sale in Shahibag, Ahmedabad",75.0,1100.0,3.0,3.0,Unfurnished,Owner,"Shahibag, Ahmedabad",Ahmedabad,MagicBricks,863,2,Mid-Range,2,6.0
"2 BHK Flat for Sale in Swati Residency 5, Chandkheda, Ahmedabad",52.0,1080.0,2.0,2.0,Semi-Furnished,Owner,"Swati Residency 5, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,1095,1,High-End,1,2.0
