Property_Title,Price_Lakhs,Area_SqFt,BHK,Bathrooms,Furnishing,Seller_Type,Locality,City,Source
"2 BHK Flat for Sale in Ashtavinayak Icon, Nikol, Ahmedabad",5500.0,144.0,2.0,2.0,Semi-Furnished,Owner,"Ashtavinayak Icon, Nikol, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Motera, Ahmedabad",280.0,2975.0,4.0,3.0,Furnished,Owner,"Motera, Ahmedabad",Ahmedabad,MagicBricks
2 BHK Flat for Sale in Ahmedabad,4000.0,1026.0,2.0,2.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Anjney Aatman, Ambli Bopal Road, Ahmedabad",420.0,4920.0,4.0,3.0,Unfurnished,Owner,"Anjney Aatman, Ambli Bopal Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Vraj Galaxy Apartment, Naroda, Ahmedabad",2850.0,1250.0,2.0,2.0,Unfurnished,Owner,"Vraj Galaxy Apartment, Naroda, Ahmedabad",Ahmedabad,MagicBricks
1 BHK Flat for Sale in Ahmedabad,1900.0,750.0,1.0,1.0,Unfurnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Ram Nagar Sabarmati, Ahmedabad",7500.0,1530.0,3.0,3.0,Unfurnished,Owner,"Ram Nagar Sabarmati, Ahmedabad",Ahmedabad,MagicBricks
"5 BHK Flat for Sale in Maruti 360, Bodakdev, Ahmedabad",810.0,7650.0,5.0,3.0,Unfurnished,Owner,"Maruti 360, Bodakdev, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Ganesh Malabar County II, Sarkhej Gandhinagar Highway, Ahmedabad",8200.0,1530.0,3.0,3.0,Unfurnished,Owner,"Ganesh Malabar County Ii, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Vandemataram Crosswind, Gota, Ahmedabad",9000.0,980.0,3.0,3.0,Semi-Furnished,Owner,"Vandemataram Crosswind, Gota, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Aaryan De Casa, Bhuyangdev Cross Road, Ahmedabad",168.0,2132.0,3.0,3.0,Unfurnished,Agent,"Aaryan De Casa, Bhuyangdev Cross Road, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Kotarpur, Ahmedabad",1350.0,8000.0,1.0,1.0,Unfurnished,Owner,"Kotarpur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Vatva, Ahmedabad",2200.0,120.0,3.0,3.0,Unfurnished,Owner,"Vatva, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Gulbai Tekra, Ahmedabad",8000.0,1650.0,3.0,3.0,Semi-Furnished,Owner,"Gulbai Tekra, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Godrej Garden City, Ahmedabad",105.0,1465.0,4.0,3.0,Unfurnished,Agent,"Godrej Garden City, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Navrangpura, Ahmedabad",270.0,2400.0,4.0,3.0,Furnished,Owner,"Navrangpura, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Prathna Lavish, Gota, Ahmedabad",3700.0,7800.0,1.0,1.0,Furnished,Owner,"Prathna Lavish, Gota, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Sagar Samrat Satellite, Shyamal Cross Road, Ahmedabad",6000.0,1080.0,2.0,2.0,Semi-Furnished,Owner,"Sagar Samrat Satellite, Shyamal Cross Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Khwaish Blue Bell, Jagatpur, Ahmedabad",7070.0,8800.0,2.0,2.0,Unfurnished,Owner,"Khwaish Blue Bell, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shree Sharan, Chandkheda, Ahmedabad",7000.0,855.0,2.0,2.0,Unfurnished,Owner,"Shree Sharan, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Rajyash Regius, Bopal, Ahmedabad",210.0,2960.0,4.0,3.0,Unfurnished,Agent,"Rajyash Regius, Bopal, Ahmedabad",Ahmedabad,MagicBricks
2 BHK Flat for Sale in Ahmedabad,8000.0,1200.0,2.0,2.0,Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Elysium Shantigram, Sarkhej Gandhinagar Highway, Ahmedabad",7000.0,1145.0,2.0,2.0,Semi-Furnished,Owner,"Elysium Shantigram, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Captown Enhance, Shilaj, Ahmedabad",120.0,1651.0,3.0,3.0,Furnished,Owner,"Captown Enhance, Shilaj, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shri Sai Status Tagore Residency, Paldi, Ahmedabad",160.0,210.0,3.0,3.0,Semi-Furnished,Owner,"Shri Sai Status Tagore Residency, Paldi, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Dharm Vatika, Hathijan, Ahmedabad",5000.0,185.0,3.0,3.0,Furnished,Owner,"Dharm Vatika, Hathijan, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Sola, Ahmedabad",275.0,3339.0,3.0,3.0,Furnished,Owner,"Sola, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Goyal & Co Aakash Residency, Shela, Ahmedabad",6000.0,555.0,2.0,2.0,Semi-Furnished,Owner,"Goyal & Co Aakash Residency, Shela, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Goyal Intercity, Thaltej, Ahmedabad",9100.0,140.0,3.0,3.0,Semi-Furnished,Owner,"Goyal Intercity, Thaltej, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Swastik Platinum, Narolgam, Ahmedabad",1550.0,250.0,1.0,1.0,Furnished,Owner,"Swastik Platinum, Narolgam, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Sharan Status, Mehangiba Nagar, Ahmedabad",9800.0,1264.0,3.0,3.0,Furnished,Owner,"Sharan Status, Mehangiba Nagar, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Anand Apartment, Hathijan, Ahmedabad",1800.0,675.0,1.0,1.0,Unfurnished,Owner,"Anand Apartment, Hathijan, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Aurum Heights, Ambli, Ahmedabad",210.0,2838.0,3.0,3.0,Unfurnished,Owner,"Aurum Heights, Ambli, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Sheladia Panchgini Appartment, Premchand Nagar Society, Satellite, Ahmedabad",180.0,1350.0,3.0,3.0,Furnished,Agent,"Sheladia Panchgini Appartment, Premchand Nagar Society, Satellite, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Swati Premier, Shantipura Circle, Ahmedabad",146.0,3318.0,4.0,3.0,Unfurnished,Owner,"Swati Premier, Shantipura Circle, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Anamaya, Science City, Ahmedabad",345.0,2904.0,4.0,3.0,Unfurnished,Owner,"Anamaya, Science City, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shree Radhe Heights, Vinzol, Ahmedabad",5100.0,220.0,3.0,3.0,Semi-Furnished,Owner,"Shree Radhe Heights, Vinzol, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Kalash 2 Enclave, New Mani Nagar Narolgam, Ahmedabad",4400.0,740.0,2.0,2.0,Furnished,Owner,"Kalash 2 Enclave, New Mani Nagar Narolgam, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Sarkhej, Ahmedabad",4560.0,395.0,2.0,2.0,Unfurnished,Owner,"Sarkhej, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Suryam Elegance, Vrundavan Bihar, Ahmedabad",4700.0,6500.0,2.0,2.0,Furnished,Owner,"Suryam Elegance, Vrundavan Bihar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Thaltej, Ahmedabad",3800.0,840.0,2.0,2.0,Semi-Furnished,Owner,"Thaltej, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shrinand Flora, Nana Chiloda, Ahmedabad",4600.0,1350.0,2.0,2.0,Semi-Furnished,Owner,"Shrinand Flora, Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Horizon Ornate Pearl, Koteshwar, Ahmedabad",225.0,2200.0,4.0,3.0,Unfurnished,Owner,"Horizon Ornate Pearl, Koteshwar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Rhythm Aura, South Bopal, Bopal, Ahmedabad",125.0,968.0,3.0,3.0,Unfurnished,Owner,"Rhythm Aura, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Science City, Ahmedabad",256.0,427.0,4.0,3.0,Unfurnished,Agent,"Science City, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Anjani Silver Spring , North Bopal, Ahmedabad",120.0,1030.0,3.0,3.0,Furnished,Agent,"Anjani Silver Spring , North Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in The Meadows Phase 3, Vaishnodevi Circle, Ahmedabad",8000.0,681.0,2.0,2.0,Furnished,Owner,"The Meadows Phase 3, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in South Bopal, Bopal, Ahmedabad",6900.0,1737.0,3.0,3.0,Semi-Furnished,Owner,"South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shantiniketan Solitaire, Nikol, Ahmedabad",5500.0,1470.0,2.0,2.0,Furnished,Owner,"Shantiniketan Solitaire, Nikol, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Safal Orchid Blues, Shela, Ahmedabad",5200.0,1069.0,2.0,2.0,Furnished,Owner,"Safal Orchid Blues, Shela, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Savvy Swaraaj Sports Club, Jagatpur, Ahmedabad",7000.0,1210.0,2.0,2.0,Furnished,Owner,"Savvy Swaraaj Sports Club, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Kadamb Greens, Zundal, Ahmedabad",6300.0,1775.0,3.0,3.0,Semi-Furnished,Owner,"Kadamb Greens, Zundal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Prerna Aagam, Prahlad Nagar, Ahmedabad",115.0,1440.0,3.0,3.0,Furnished,Owner,"Prerna Aagam, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Khanpur, Ahmedabad",3200.0,945.0,3.0,1.0,Semi-Furnished,Owner,"Khanpur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Mehaan Rajyash Revirium, Vasna, Ahmedabad",8500.0,900.0,3.0,3.0,Furnished,Owner,"Mehaan Rajyash Revirium, Vasna, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Western Height, Gota Gam, Ahmedabad",7500.0,8800.0,3.0,3.0,Unfurnished,Agent,"Western Height, Gota Gam, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Chandkheda, Ahmedabad",7800.0,185.0,3.0,3.0,Furnished,Owner,"Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Aaryan City, Gota, Ahmedabad",132.0,223.0,3.0,3.0,Unfurnished,Owner,"Aaryan City, Gota, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Maninagar, Ahmedabad",2600.0,68.0,1.0,1.0,Furnished,Owner,"Maninagar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Bopal, Ahmedabad",7000.0,535.0,2.0,2.0,Unfurnished,Owner,"Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Dev Castle, Maninagar, Ahmedabad",5100.0,120.0,2.0,2.0,Furnished,Owner,"Dev Castle, Maninagar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shivam Residency, Sola, Ahmedabad",7200.0,1350.0,2.0,2.0,Furnished,Owner,"Shivam Residency, Sola, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Thaltej, Ahmedabad",8000.0,777.0,2.0,2.0,Furnished,Owner,"Thaltej, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Takshshila Apartment, Vastrapur, Ahmedabad",9000.0,1200.0,3.0,3.0,Furnished,Owner,"Takshshila Apartment, Vastrapur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Orchid Finsbury, Bopal, Ahmedabad",7959.999999999999,973.0,3.0,3.0,Unfurnished,Agent,"Orchid Finsbury, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Sun Sky Park, Bopal, Ahmedabad",150.0,1110.0,3.0,3.0,Semi-Furnished,Owner,"Sun Sky Park, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shrinivas Luxuria 2, Bhadaj, Ahmedabad",126.0,2300.0,3.0,3.0,Unfurnished,Owner,"Shrinivas Luxuria 2, Bhadaj, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Chetak Radhe Nandan, Chharodi Sanand, Ahmedabad",3400.0,800.0,2.0,2.0,Semi-Furnished,Owner,"Chetak Radhe Nandan, Chharodi Sanand, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Devnandan Park, Nikol Naroda Road, Ahmedabad",4100.0,1089.0,2.0,2.0,Furnished,Owner,"Devnandan Park, Nikol Naroda Road, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Takshashila Elegna, Mithakhali, Navrangpura, Ahmedabad",137.0,1300.0,3.0,3.0,Unfurnished,Owner,"Takshashila Elegna, Mithakhali, Navrangpura, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Gokul Platinum, Ghodasar, Ahmedabad",2000.0,810.0,1.0,1.0,Unfurnished,Owner,"Gokul Platinum, Ghodasar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Siddhi Aarohi Elysium, South Bopal, Bopal, Ahmedabad",8000.0,980.0,3.0,3.0,Unfurnished,Owner,"Siddhi Aarohi Elysium, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Bopal, Ahmedabad",7500.0,882.0,2.0,2.0,Semi-Furnished,Owner,"Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Judges Bunglow Road, Ahmedabad",7000.0,1100.0,2.0,2.0,Semi-Furnished,Owner,"Judges Bunglow Road, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Parishkaar, Khokhra, Ahmedabad",7100.0,990.0,3.0,3.0,Semi-Furnished,Owner,"Parishkaar, Khokhra, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Navrangpura, Ahmedabad",250.0,3000.0,4.0,3.0,Furnished,Owner,"Navrangpura, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Ashok Vatika, Ahmedabad",108.0,1377.0,2.0,2.0,Semi-Furnished,Owner,"Ashok Vatika, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Adani Aangan, Sarkhej Gandhinagar Highway, Ahmedabad",5200.0,515.0,2.0,2.0,Semi-Furnished,Owner,"Adani Aangan, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Nityam Luxuria, Sola, Ahmedabad",155.0,2750.0,4.0,3.0,Unfurnished,Owner,"Nityam Luxuria, Sola, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Maninagar, Ahmedabad",7500.0,1500.0,3.0,3.0,Furnished,Owner,"Maninagar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Kaveri Kadamb, Shilaj, Ahmedabad",4800.0,1350.0,3.0,3.0,Unfurnished,Owner,"Kaveri Kadamb, Shilaj, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Savvy Swaraj, Gota, Ahmedabad",6500.0,728.0,2.0,2.0,Unfurnished,Owner,"Savvy Swaraj, Gota, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Vijaya Apartment, Ghatlodiya, Ahmedabad",4500.0,585.0,2.0,2.0,Furnished,Owner,"Vijaya Apartment, Ghatlodiya, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Savvy Swaraaj Sports Club, Jagatpur, Ahmedabad",6000.0,1210.0,2.0,2.0,Unfurnished,Owner,"Savvy Swaraaj Sports Club, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Dhairya Paradise, Isanpur, Ahmedabad",5500.0,1440.0,3.0,3.0,Unfurnished,Owner,"Dhairya Paradise, Isanpur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Takshashila AIR, Ellisbridge, Ahmedabad",135.0,1985.0,3.0,3.0,Semi-Furnished,Owner,"Takshashila Air, Ellisbridge, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Usmanpura, Ahmedabad",6500.0,110.0,2.0,2.0,Semi-Furnished,Owner,"Usmanpura, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Gala Celestia, Vaishnodevi Circle, Ahmedabad",6400.0,750.0,2.0,2.0,Semi-Furnished,Owner,"Gala Celestia, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in New CG Road, Ahmedabad",115.0,1450.0,3.0,3.0,Furnished,Owner,"New Cg Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Goyal & Co Aakash Residency, Shela, Ahmedabad",4450.0,923.0,2.0,2.0,Semi-Furnished,Owner,"Goyal & Co Aakash Residency, Shela, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shyamal, Ahmedabad",160.0,1989.0,3.0,3.0,Furnished,Agent,"Shyamal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Aashray Arise, Shilaj, Ahmedabad",6300.0,1048.0,2.0,2.0,Semi-Furnished,Owner,"Aashray Arise, Shilaj, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Savvy Solaris, Motera, Ahmedabad",9500.0,1746.0,3.0,3.0,Semi-Furnished,Owner,"Savvy Solaris, Motera, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Hindva Skybell, Vastral, Ahmedabad",8500.0,2043.0,3.0,3.0,Furnished,Owner,"Hindva Skybell, Vastral, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in New Ranip, Ahmedabad",4900.0,920.0,2.0,2.0,Furnished,Owner,"New Ranip, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Eden Godrej Garden city, Sarkhej Gandhinagar Highway, Ahmedabad",6100.0,1100.0,2.0,2.0,Furnished,Agent,"Eden Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Dev City, Chandlodiya, Ahmedabad",5250.0,573.0,2.0,2.0,Semi-Furnished,Owner,"Dev City, Chandlodiya, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Nikol, Ahmedabad",9000.0,1222.0,3.0,3.0,Furnished,Owner,"Nikol, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shree Hari Residency, Narolgam, Ahmedabad",2550.0,900.0,2.0,2.0,Semi-Furnished,Owner,"Shree Hari Residency, Narolgam, Ahmedabad",Ahmedabad,MagicBricks
"6 BHK Flat for Sale in Navrangpura, Ahmedabad",170.0,400.0,6.0,3.0,Furnished,Owner,"Navrangpura, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Godrej Green Glades, Jagatpur, Ahmedabad",4850.0,625.0,2.0,2.0,Semi-Furnished,Owner,"Godrej Green Glades, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Karnavati Orchid Heritage, Nava Naroda, Ahmedabad",5800.0,1000.0,3.0,3.0,Furnished,Owner,"Karnavati Orchid Heritage, Nava Naroda, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Mount Alaya Heights, Chharodi, Ahmedabad",110.0,1737.0,3.0,3.0,Furnished,Owner,"Mount Alaya Heights, Chharodi, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Laxmi Aleta, Jagatpur, Ahmedabad",6550.0,145.0,2.0,2.0,Unfurnished,Owner,"Laxmi Aleta, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in A Shridhar Kaveri Soham Vivanta, Shilaj, Ahmedabad",125.0,768.0,3.0,3.0,Unfurnished,Owner,"A Shridhar Kaveri Soham Vivanta, Shilaj, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Adani Pratham, Sarkhej Gandhinagar Highway, Ahmedabad",3200.0,649.0,1.0,1.0,Furnished,Owner,"Adani Pratham, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Ramol, Amraiwadi, Ahmedabad",3200.0,1305.0,2.0,2.0,Unfurnished,Owner,"Ramol, Amraiwadi, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Savvy Swaraj Phase 2, Gota, Ahmedabad",9950.0,1730.0,3.0,3.0,Semi-Furnished,Owner,"Savvy Swaraj Phase 2, Gota, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Swarnim Stone and Villa, Chharodi, Ahmedabad",9500.0,1800.0,3.0,3.0,Furnished,Owner,"Swarnim Stone And Villa, Chharodi, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Arvind Megatrade, Naroda, Ahmedabad",4800.0,500.0,2.0,2.0,Furnished,Owner,"Arvind Megatrade, Naroda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Mahadev Residency, Naroda, Ahmedabad",3800.0,83.0,2.0,2.0,Semi-Furnished,Owner,"Mahadev Residency, Naroda, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Rushabhdev Sharan Sapphire, Motera, Ahmedabad",125.0,190.0,3.0,3.0,Furnished,Owner,"Rushabhdev Sharan Sapphire, Motera, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Prarthna Apartment, Pankaj Society, Paldi, Ahmedabad",175.0,308.0,4.0,3.0,Semi-Furnished,Owner,"Prarthna Apartment, Pankaj Society, Paldi, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Viaan Residency, Vatva, Ahmedabad",4450.0,140.0,2.0,2.0,Unfurnished,Owner,"Viaan Residency, Vatva, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Tathya Ashraya 10, New Ranip, Ahmedabad",6000.0,1305.0,3.0,3.0,Semi-Furnished,Owner,"Tathya Ashraya 10, New Ranip, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in The Meadows Phase 3, Vaishnodevi Circle, Ahmedabad",5800.0,1080.0,2.0,2.0,Semi-Furnished,Owner,"The Meadows Phase 3, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Ambawadi, Ahmedabad",6500.0,167.0,3.0,3.0,Furnished,Owner,"Ambawadi, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Law Garden, Ahmedabad",180.0,1900.0,3.0,3.0,Furnished,Owner,"Law Garden, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Chandlodiya, Ahmedabad",5500.0,105.0,2.0,2.0,Semi-Furnished,Owner,"Chandlodiya, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Saanvi Nirman Estella, Ghuma, Ahmedabad",8200.0,1500.0,3.0,3.0,Semi-Furnished,Owner,"Saanvi Nirman Estella, Ghuma, Ahmedabad",Ahmedabad,MagicBricks
"5 BHK Flat for Sale in E City The Bungalows, Ramdev Nagar, Ahmedabad",762.0,6623.0,5.0,3.0,Unfurnished,Owner,"E City The Bungalows, Ramdev Nagar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Satyam Sarjan, Changodar, Ahmedabad",2700.0,432.0,2.0,2.0,Unfurnished,Owner,"Satyam Sarjan, Changodar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Om The Green Parmeshwar, Jagatpur, Ahmedabad",6800.0,1458.0,2.0,2.0,Unfurnished,Agent,"Om The Green Parmeshwar, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Sanand, Ahmedabad",1350.0,4500.0,1.0,1.0,Unfurnished,Owner,"Sanand, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Nigam Nagar, Chandkheda, Ahmedabad",7000.0,138.0,3.0,3.0,Semi-Furnished,Owner,"Nigam Nagar, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
1 BHK Flat for Sale in Ahmedabad,4500.0,1152.0,1.0,1.0,Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"5 BHK Flat for Sale in PIV Ayaan, Iscon Ambli Road, Ahmedabad",670.0,3600.0,5.0,3.0,Unfurnished,Agent,"Piv Ayaan, Iscon Ambli Road, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Narayan Crystal, Vatva, Ahmedabad",1760.0000000000002,675.0,1.0,1.0,Semi-Furnished,Owner,"Narayan Crystal, Vatva, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Aryanparv Aarambh, Sarkhej Gandhinagar Highway, Ahmedabad",3400.0,120.0,1.0,1.0,Semi-Furnished,Owner,"Aryanparv Aarambh, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Motera, Ahmedabad",5500.0,819.0,2.0,2.0,Semi-Furnished,Owner,"Motera, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Sarkhej, Ahmedabad",2600.0,500.0,1.0,1.0,Furnished,Owner,"Sarkhej, Ahmedabad",Ahmedabad,MagicBricks
1 BHK Flat for Sale in Ahmedabad,2300.0,650.0,1.0,1.0,Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Adani Atrius, Jagatpur, Ahmedabad",6640.000000000001,700.0,2.0,2.0,Unfurnished,Owner,"Adani Atrius, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shela, Ahmedabad",5530.0,1069.0,2.0,2.0,Furnished,Owner,"Shela, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Laxmi Sky City, Nava Naroda, Ahmedabad",109.0,2340.0,4.0,3.0,Unfurnished,Owner,"Laxmi Sky City, Nava Naroda, Ahmedabad",Ahmedabad,MagicBricks
